element,id,geometry,description,heritage,historic,image,inscription,material,memorial,name,wikidata,height,start_date,amenity,wheelchair,architect:wikidata,covered,drinking_water,indoor,lit,tourism,heritage:operator,ref:lfd,wikimedia_commons,description:de,note,subject:wikidata,subject:wikipedia,artist_name,wikipedia,year_of_construction,artwork_type,colour,loc_name,min_height,seamark:landmark:category,seamark:landmark:conspicuity,seamark:type,created_by,ele,operator,public_transport,railway,railway:ref,railway:station_category,usage,access,entrance,area,memorial:conflict,website,format,format:top,lfd:criteria,milestone_type,network,panoramax,name:etymology:wikidata,source,name:etymology:wikipedia,board_type,information,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,check_date,check_date:opening_hours,opening_hours,phone,shop,alt_name,flood_date,flood_mark,support,name:de,stone_type,man_made,obelisk:material,obelisk:size,name:en,name:ru,note:de,name:fr,direction,disused,lining,hiking,natural,cemetery,historic:civilization,comment,classification,name:prefix,ref,related:wikipedia,short_name,survey_point:structure,abandoned:military,ruins,boundary,marker,level,length,building,bunker_type,location,military,leisure,place,fixme:wikipedia,toilets:wheelchair,moved,road,year,old_ref,aircraft:type,manufacturer,url,archaeological_site,fortification_type,pump,memorial:type,fixme,artist,backrest,inscription:de,inscription:en,seats,tomb,end_date,highway,name:signed,memorial:addr,person:date_of_birth,person:date_of_death,memorial:text,abandoned:amenity,labor_camp,prison_camp,exhibit,addr:suburb,buried:wikidata,buried:wikimedia_commons,buried:wikipedia,abandoned:man_made,grave,date,brewery,contact:facebook,cuisine,indoor_seating,microbrewery,outdoor_seating,wheelchair:description,beds,email,internet_access,internet_access:fee,rooms,subject:wikimedia_commons,model:wikidata,old_name,ship:type,survey_point:purpose,commemorates:wikidata,commemorates,name:wikipedia,memorial:date,memorial:event,religion,construction_year,direction_east,direction_west,named_after,artist:wikidata,railway_car,leaf_cycle,leaf_type,epigraph,material:de,object:city,object:country,object:housenumber,object:postcode,object:street,width,vehicle_part,electrified,gauge,railway:etcs,railway:preferred_direction,railway:preserved,railway:pzb,railway:track_ref,railway:traffic_mode,building:colour,building:levels,building:levels:underground,fee,roof:colour,roof:height,roof:shape,source:height,fax,building:name,contact:pinterest,contact:twitter,museum,castle_type,max_level,min_level,name:ar,name:es,roof:levels,architect,building:architecture,building:material,contact:youtube,denomination,diocese,emergency,name:be,name:he,name:nl,name:pl,name:uk,name:zh,opening_hours:url,roof:material,bridge,bridge:structure,layer,sac_scale,surface,est_height,roof:orientation,carriage,check_date:tracktype,motor_vehicle,smoothness,tracktype,building:use,disused:denomination,disused:religion,monument:genesis,tower:type,admin_level,government,office,cycleway:both,cycleway:both:lane,foot,hgv:conditional,lanes,lanes:backward,maxspeed,maxweight:hgv,parking:both,razed:railway,sidewalk,source:maxspeed,wheelchair:description:de,charge,disused:man_made,disused:amenity,payment:cash,payment:credit_cards,payment:debit_cards,xmas:day_date,xmas:feature,xmas:name,xmas:opening_hours,castle_type:de,abandoned:power,abandoned:substation,object:suburb,old_operator,water,name:ko,abandoned,functional,windmill:disused,windmill:vanes,3dr:type,building:part,kiln,operator:wikidata,power,substation,barrier,statue,railway:gnt,service,drinking_water:legal,light:method,intermittent,tunnel,waterway,ruins:tourism,cellar:use,storage,ruins:building,abandoned:railway,contact:email,contact:instagram,contact:website,handle,mechanical_driver,pump:style,deanery,parish,ruins:artificial,disused:highway,aeroway,building:min_level,outdoor,historic:period,was:highway,type,contact:phone,stars,operator:type,townhall:type,building:architecture:typology,bicycle,horse
node,297067175,POINT (13.8339113 51.1198031),,,memorial,,,,stone,Albert-Richter-Denkmal,Q106253684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,297067182,POINT (13.8286586 51.1222163),,,memorial,,,,stone,Schreyer-Stein,,,,,,,,,,,,,,,,Stein mit Inschrift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,297457199,POINT (13.7935718 51.0070146),,yes,memorial,https://commons.wikimedia.org/wiki/File%3APalitzsch_denkmal_dresden.JPG,,,obelisk,Johann-Georg-Palitzsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q63581,,de:Johann Georg Palitzsch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,300860595,POINT (13.7217862 51.0297032),,,memorial,,,stone,stele,Salvador Allende,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,301013717,POINT (13.7553203 51.0463074),,,memorial,https://commons.wikimedia.org/wiki/File%3AJulius-Fucik-Denkmal_Dresden.jpg,,,plaque,Julius-Fučík-Denkmal,Q110620888,,,,yes,,,,,,,,,,,,Q142059,de:Julius Fučík (Autor),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,301088350,POINT (13.7910042 51.0485915),,,memorial,,,,plaque,Gedenktafel zum XI. Parteitag der SED,,,,,yes,,,,,,,,,,,,Q2054352,de:Parteitag der SED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,303383788,POINT (13.5941646 51.0813928),,,ruins,,,,,Großer Steinbruch (1892 bis 1905) - Steinbrecherwerk,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,Ortsverein Oberwartha,,,,,,,,,,https://ortsverein-oberwartha.de/projekte/#steinschmiede,,,,,,,,,,history,board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,306681865,POINT (13.7598236 51.0637967),,,creamery,,,,,Pfunds Molkerei,Q2084468,,,,limited,,,,,,attraction,,,,,,,,,de:Pfunds Molkerei,,,,,,,,,,,,,,,,,,,,,https://www.pfunds.de/,,,,,,,,,,,,Dresden,DE,79,01099,Bautzner Straße,2025-12-01,2022-10-28,Mo-Sa 10:00-18:00,+49 351 808080,dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,307713967,POINT (13.7578186 51.0767357),Ehrenmal für die gefallenen Soldaten der 5. Gardearmee,yes,memorial,https://commons.wikimedia.org/wiki/File%3ADresden-Soviet-Denkmal.jpg,,,war_memorial,Denkmal der Roten Armee,Q14520110,,,,limited,,,,,,,,,,,,,,,de:Sowjetisches Ehrenmal (Dresden),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sowjetisches Ehrenmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,307750204,POINT (13.7712135 51.0400708),,,memorial,File:Stele_Constantin_Lipsius_2.JPG,,,obelisk,Lipsiusdenkmal,Q110627188,,,,,,,,,,,,,,,,Q96786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,311001294,POINT (13.7393441 51.0149892),,,highwater_mark,http://mapillary.com/map/im/Ky6-aSfTQuiEzohu_dw_0w,,,,Hochwassermarke 2002,,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-08-13,engraving,wall_mounted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,319942198,POINT (13.8280102 50.9986153),,yes,memorial,,1914 – 1918 Unseren im Weltkriege  Gebliebenen,,war_memorial,Ehrenmal Kriegsgefallene 1.Weltkrieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ehrenmal gefallener Soldaten 1.Weltkrieg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,335583554,POINT (13.815951 51.0405122),,,memorial,https://commons.wikimedia.org/wiki/File:Johannisfriedhof_Dresden_Gedenkst%C3%A4tte_13._Februar.JPG,,,war_memorial,Gedenkstätte 13. Februar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,336777599,POINT (13.7686262 51.0993106),,yes,stone,,FIN[IS] MILIT[IS] IONAS DAN[IEL] 140[2],sandstone,,Jonaskreuz,Q110664076,0.7,,,yes,,,,,,,,,File:Klotzsche Jonaskreuz.jpg,"Sühnestein,restauriert",,,,,,,,,,,,,,,,,,,,,,,,,,http://www.suehnekreuz.de/sachsen/klotzsche.htm#1,stone_cross,segment-like,,,,,,,,,,,,,,,,,,,,,,,,,conciliation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,345005101,POINT (13.7133463 51.0808095),,,memorial,https://commons.wikimedia.org/wiki/File%3ADrey%C3%9Figplatz_ehrentafel_wk1.jpg,EHRENTAFEL UNSERER GEFALLENEN SPORTKAMERADEN - EUER LEBEN GABT IHR DEM VATERLANDE - WIR GEDENKEN EUER IN STOLZ UND TREUE - DRESDNER SPORTVEREIN BRANDENBURG,,war_memorial,Ehrengedenktafel gefallener Sportskameraden des 1. Weltkrieges,Q110678225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WW1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,346102949,POINT (13.8318341 51.0257331),,yes,memorial,https://commons.wikimedia.org/wiki/File:Ehrenmal_Kirchplatz_Laubegast.JPG,,,war_memorial,Ehrenmal für die im Weltkrieg Gefallenen,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,347393264,POINT (13.8052282 51.025712),,yes,stone,http://commons.wikimedia.org/wiki/File:Steinkreuz_dresden_bodenbacherstr.JPG,,,,Sühnekreuz,,,,,,,,,,,,,,,Sühnestein,,,,,,,,,,,,,,,,,,,,,,,,,,http://www.suehnekreuz.de/sachsen/seidnitz.htm#1,stone_cross,,,,,,,,,,,,,,,,,,,,,,,,,,conciliation_cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,348201524,POINT (13.7357564 51.0230787),,,memorial,http://commons.wikimedia.org/wiki/File:Moreau-Denkmal_Dresden.jpg,,,sculpture,Moreau-Denkmal,Q56526652,,,,yes,,,,,,,,,,,,,,,de:Jean-Victor Moreau#Denkmäler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,357571270,POINT (13.8156434 51.061372),,4,yes,,,,,Obelisk,Q104979132,,,,,,,,,,attraction,lfd,09215767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,obelisk,stone,monumental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,357868718,POINT (13.7385155 51.0533221),,yes,memorial,,"Friedrich August dem Gerechten das dankbare Vaterland. Denn ewiglich wird er nicht wanken, der Nachruhm des Gerechten bleibt ewig.",,statue,Friedrich August dem Gerechten,,,2008,,yes,,,,,,,,,File:Friedrich-August-Denkmal Dresden.jpg,,,,,,de:Schloßplatz (Dresden)#Friedrich-August-Denkmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frederick Augustus I of Saxony Monument,Фридрих Август Первый Справедливый,Denkmal stand vor 2008 woanders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,368347469,POINT (13.8405169 51.1229048),,,memorial,https://upload.wikimedia.org/wikipedia/commons/e/e5/Ludwig-Jahn-Denkmal_Langebr%C3%BCck_Albert-Richter-Stra%C3%9Fe.JPG,,,,Friedrich Ludwig Jahn,Q110936576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,369814695,POINT (13.7448661 51.0404786),,,yes,https://commons.wikimedia.org/wiki/File:Brunnen_buergerwiese.JPG,,,,Badende,Q38110847,,,fountain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,370774353,POINT (13.8085035 51.1007772),,,milestone,,,,,Königsplatz,,,,,,,,,,,information,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,guidepost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,415516675,POINT (13.7802673 51.1160489),,,memorial,https://commons.wikimedia.org/wiki/File:Denkmal_Boltenhagener_Platz_Dresden-Klotzsche.jpg,"DIE TOTEN MAHNEN, NIE WIEDER, DEM ANDENKEN DER OPFER VON KRIEG UND GEWALTHERRSCHAFT, 1914-1918, 1933-1989",,war_memorial,Kriegerdenkmal,Q110680951,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,429556672,POINT (13.7589393 51.1036772),"Karl Jahn, geboren am 23.03.1910 in Annaberg-Buchholz, gestorben am 19.12.1996 in Dresden, ehemaliger Oberförster",,memorial,,Sein Lebenswerk war der Erhalt der Dresdner Heide und des Hellers,stone,stele,Oberförster Karl Jahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,www.heimatverein-weixdorf.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,431916059,POINT (13.7886741 51.0905041),,,memorial,,,,sculpture,Schwarzes Kreuz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,447965617,POINT (13.8516726 51.0069717),,,memorial,,1914 - 1918,,war_memorial,Gefallenendenkmal,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node,458063902,POINT (13.6424333 51.0292076),,,boundary_stone,http://commons.wikimedia.org/wiki/File:2015_Grenzstein_Altfranken_Pesterwitz.jpg,,,,Pesterwitz - Altfranken,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
