Entity;Type;Link;latitude;longitude;geocode_query;geocode_status;Subfolder;SourceFileStem
Gorbiz;Location;;;;Gorbiz;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;98
Falkenschlag;Location;;;;Falkenschlag;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;98
Grunlenburg;Location;;;;Grunlenburg;no_results;203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt;99
Kurfürstlicher Pallast;Location;https://de.wikipedia.org/wiki/Kurfürstliches_Palais_(Dresden);;;Kurfürstlicher Palast (Dresden);no_results;204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland;32
Wiohe‑rinne;Location;;;;Wöhlener Rinne;no_results;204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland;34
Hldbammen;Location;;;;Hldbammen;no_results;204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland;34
Schlier bei dem Elntbin;Location;https://de.wikipedia.org/wiki/Schlier;;;Schlier bei dem Elntbin;no_results;204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland;34
Kulmerberge;Location;https://de.wikipedia.org/wiki/Kulmer_Berge;;;Kulmerberge;no_results;206_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main;27
Egerbrunnen;Location;;;;Egerbrunnen;no_results;223_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;00000049.tif.original
Whistmarcken;Location;;;;Whistmarcken;no_results;224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;00000042.tif.original
Franzsenbrunn;Location;https://de.wikipedia.org/wiki/Franti%C5%A1kovy_L%C3%A1zn%C4%9B;;;Franzosenbrunn;no_results;224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;00000043.tif.original
Louisdors;Location;;;;Louisdors;no_results;224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane;00000046.tif.original
