historical spelling|Type|Link|latitude|longitude|geocode_query|geocode_status|Subfolder|SourceFileStem|modernized_spellings
Belvedere (Pillnitz)|Location|https://de.wikipedia.org/wiki/Belvedere_(Pillnitz)|||Belvedere (Pillnitz|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|102|Belvedere, Pillnitz
Trübatisch‑thals|Location||||Trübatisch‑thals|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|Trübatischtal
Zschishewig|Location|https://de.wikipedia.org/wiki/Zschishewig|||Zschishewig|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|Zschishewig
Vorsberg|Location|https://de.wikipedia.org/wiki/Vorsberg|||Vorsberg|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|Vorsberg
Weißtropp|Location||||Weißtropp|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|62|Weißtropp
Gewehrgalerie|Location||||Gewehrgalerie|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|67|Gewehrgalerie
Domkirche zu Florenz|Location||||Domkirche zu Freiberg|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|67|Dom zu Florenz
Sassaferzato|Location||||Sassaferzato|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|69|Sassaferzato
galerie royale de Dresden|Location|https://de.wikipedia.org/wiki/Gem%C3%A4ldegalerie_Alte_Meister|||Royal Gallery (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|69|Gemäldegalerie Alte Meister
Zournefort|Location||||Zournefort|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|70|Zournefort
Hebenstret|Location||||Hebenstret|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|70|Hebenstret
Seaundfellen|Location||||Seaundfellen|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|70|Seaundfellen
Böhmisches Gebirge|Location||||Böhmisches Gebirge (Bohemian Forest)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|75|Böhmerwald
Draschenberg|Location||||Draschenberg|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|76|Draschenberg
Kaidizzbach|Location||||Kaidizzbach|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|78|Kaidizzbach
Secvorstadt|Location||||Secvorstadt|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|79|Secvorstadt
Wilsdrufer Vorstadt|Location||||Wilsdrufer Vorstadt|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|79|Wilsdrufer Vorstadt
Wilsdrufer Thor|Location||||Wilsdrufer Tor (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|79|Wilsdrufer Tor
Ostraallee|Location||||Ostrauer Allee|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|79|Ostra-Allee
marcolinische Gartenschloß|Location||||Markgräfliches Gartenschloss (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|79|Marcolinisches Gartenschloss
Böhmischen Gebirgen|Location|https://de.wikipedia.org/wiki/Böhmisches_Mittelgebirge|||Böhmisches Gebirge (Bohemian Forest)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|80|Böhmische Gebirge
Meissner Gebirgen|Location|https://de.wikipedia.org/wiki/Erzgebirge|||Meißner Gebirge (Meissen)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|80|Meißner Gebirge
Dreifñönigikrail|Location||||Dreifönigskirche (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|84|Dreifñönigikrail
Schwarzes Tor (Dresden)|Location|https://de.wikipedia.org/wiki/Schwarzes_Tor_(Dresden)|||Schwarzes Tor (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|85|Schwarzes Tor
Haide (Dresden)|Location|https://de.wikipedia.org/wiki/Haide_(Dresden)|||Haide (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|85|Haide
Rampuschen Gasse|Location||||Rumpelgasse (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|87|Rampuschen Gasse
Schenswerth|Location||||Schenswerth|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|90|Schenswerth
Ostraallee|Location|https://de.wikipedia.org/wiki/Ostra-Allee|||Ostrauer Allee|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|94|Ostraallee
Brunnabad|Location||||Brunnabad|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|94|Brunnabad
Krebs-schen Weinberg|Location|https://de.wikipedia.org/wiki/Krebscher_Weinberg|||Krebschen Weinberg (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|94|Krebschen Weinberg
Calberla'schen Hause|Location||||Calberla'sches Haus (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|96|Calberla'sches Haus
Schlosswizzer Grund|Location||||Schlosswitzer Grund (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|97|Schlosswieser Grund
Reisewitzens Lustgarten|Location||||Reisewitzens Lustgarten|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|98|Reisewitzens Lustgarten
Zaukerode|Location|https://de.wikipedia.org/wiki/Zaukerode|||Zaukerode|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|98|Zawkróty
Kolsdorf|Location|https://de.wikipedia.org/wiki/Kolsdorf|||Kölsdorf (Dresden)|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|98|Kolsdorf
Gorbiz|Location||||Gorbiz|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|98|Gorbiz
Falkenschlag|Location||||Falkenschlag|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|98|Falkenschlag
Grunlenburg|Location||||Grunlenburg|no_results|203_1827_Reisen_nach_den_vorzüglichsten_Hauptstädten_von_Mittel-Europa._Eine_Schilderung_der_Länder_und_Städt|99|Grünlenburg
Kurfürstlicher Pallast|Location|https://de.wikipedia.org/wiki/Kurfürstliches_Palais_(Dresden)|||Kurfürstlicher Palast (Dresden)|no_results|204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland|32|Kurfürstlicher Palast
Wiohe‑rinne|Location||||Wöhlener Rinne|no_results|204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland|34|Wiohe‑rinne
Hldbammen|Location||||Hldbammen|no_results|204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland|34|Hldbammen
Schlier bei dem Elntbin|Location|https://de.wikipedia.org/wiki/Schlier|||Schlier bei dem Elntbin|no_results|204_1831_Reise_durch_Deutschland_Ungarn,_Holland,_Italien,_Frankreich,_Großbritanien_und_Irland|34|Schlier bei dem Elntbin
Kulmerberge|Location|https://de.wikipedia.org/wiki/Kulmer_Berge|||Kulmerberge|no_results|206_1831_Skizzen_einer_Reise_von_Wien_über_Prag,_Teplitz,_Dresden,_Berlin,_Leipzig,_Weimar,_Frankfurt_am_Main|27|Chełmińskie Wzgórza
Egerbrunnen|Location||||Egerbrunnen|no_results|223_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane|00000049.tif.original|Egerbrunnen
Whistmarcken|Location||||Whistmarcken|no_results|224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane|00000042.tif.original|Whistmarcken
Franzsenbrunn|Location|https://de.wikipedia.org/wiki/Franti%C5%A1kovy_L%C3%A1zn%C4%9B|||Franzosenbrunn|no_results|224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane|00000043.tif.original|Franzensbrunn
Louisdors|Location||||Louisdors|no_results|224_1899_Reise_durch_Sachsen_im_Jahre_1813._Briefe_Goethes_an_Christiane|00000046.tif.original|Ludwigsdorf
